-31,-54
-30,-55
-29,-54
-29,-53
-28,-53
-27,-52
-26,-51
-26,-51
-26,-52
-35,-70
-44,-90
-46,-97
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-58,-139
-57,-139
-62,-153
-61,-154
-60,-154
-60,-155
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-1,-6
0,0
0,0
0,0
-38,-160
-32,-139
-31,-139
-30,-139
-29,-139
0,0
-1,-6
0,0
0,0
0,0
0,0
0,0
0,0
-10,-66
-9,-66
-8,-57
-9,-66
-9,-70
-9,-77
-9,-80
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-28,-929
-22,-929
-17,-926
-11,-926
-5,-918
0,-914
5,-905
11,-905
16,-905
0,-14
0,-14
0,-14
0,0
0,0
52,-949
58,-949
0,0
0,0
0,0
0,0
0,0
89,-909
95,-909
100,-908
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,-6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,-6
0,0
0,0
0,0
214,-739
218,-738
223,-736
228,-735
232,-734
237,-732
239,-726
242,-719
246,-717
250,-714
254,-709
252,-693
256,-688
260,-687
263,-682
267,-680
267,-669
271,-666
274,-663
278,-661
281,-657
275,-632
279,-630
283,-628
286,-624
287,-618
286,-606
290,-604
291,-596
294,-594
298,-593
302,-591
305,-589
309,-587
316,-592
320,-590
324,-588
327,-586
327,-578
324,-564
326,-559
331,-560
335,-559
338,-556
339,-551
342,-548
344,-543
347,-541
350,-538
353,-535
356,-533
358,-529
358,-522
361,-520
364,-517
367,-515
370,-513
373,-510
376,-507
378,-503
380,-499
383,-497
386,-495
389,-492
392,-490
397,-490
400,-487
403,-486
406,-483
409,-481
410,-476
415,-475
417,-471
420,-469
421,-465
424,-462
425,-457
428,-455
430,-452
430,-446
436,-447
442,-448
445,-445
448,-442
450,-439
453,-437
458,-436
461,-434
465,-432
467,-428
471,-427
473,-424
474,-419
476,-415
478,-412
481,-409
483,-406
486,-403
487,-400
490,-397
492,-394
495,-391
491,-383
493,-380
495,-377
498,-374
502,-372
504,-369
508,-367
