508,-363
515,-362
517,-359
519,-356
518,-350
523,-350
522,-344
524,-341
531,-341
533,-338
530,-331
538,-331
540,-328
538,-322
546,-323
552,-321
554,-318
546,-309
557,-311
558,-307
559,-303
561,-300
564,-297
568,-295
571,-292
573,-288
580,-287
581,-283
583,-280
584,-276
586,-273
588,-269
589,-265
593,-263
596,-260
598,-256
599,-252
604,-250
605,-246
614,-245
617,-242
621,-239
623,-236
628,-233
629,-229
630,-225
632,-221
634,-218
635,-214
638,-210
642,-207
646,-204
649,-201
650,-197
653,-193
654,-189
655,-185
664,-183
667,-180
668,-176
672,-172
673,-168
683,-166
684,-162
686,-158
686,-154
687,-150
689,-146
697,-143
698,-138
705,-135
707,-131
709,-127
710,-123
711,-118
716,-115
721,-111
726,-107
728,-103
730,-99
733,-95
743,-91
743,-87
748,-82
753,-78
755,-74
758,-70
764,-65
764,-61
766,-56
770,-52
774,-47
781,-43
785,-38
791,-34
795,-29
799,-24
799,-19
810,-14
810,-9
814,-5
815,0
824,5
825,10
830,15
837,20
838,25
839,30
848,36
856,42
856,47
859,52
869,58
871,64
876,70
882,76
889,82
888,87
897,93
896,99
903,105
910,112
912,118
916,124
916,130
933,138
933,144
943,151
945,158
954,165
955,171
966,179
970,186
974,193
976,200
995,210
995,217
1003,225
1003,231
1016,241
1027,250
1032,258
1044,268
1048,276
1048,283
1067,295
1075,304
1085,314
1086,322
1087,329
1107,343
1114,353
1128,365
1129,373
1134,382
1145,393
1157,406
1164,416
1176,429
1188,441
1211,458
1217,469
1221,479
1240,496
1252,509
1263,523
1288,542
1297,556
1309,570
1319,584
1341,604
1353,620
1361,633
1386,655
1387,666
1414,690
1434,711
1441,725
1469,750
1492,774
1493,786
1488,795
1484,805
1479,814
1467,819
1461,828
1455,836
1448,844
1439,850
1426,854
1421,863
1413,870
1406,878
1398,885
1391,892
1384,900
1373,905
1366,913
1359,920
1351,927
1343,933
1337,942
1331,950
1321,955
1315,963
1306,969
1297,974
1286,979
1280,986
1274,994
1268,1002
1262,1010
1255,1017
1245,1022
1238,1028
1232,1037
1225,1044
1217,1050
1208,1055
1200,1061
1192,1067
1180,1069
1173,1077
1170,1087
1164,1094
1157,1101
1150,1108
1145,1118
1135,1121
1133,1133
1126,1140
1119,1147
1112,1154
1105,1160
1098,1168
1091,1175
1086,1184
1077,1188
1072,1198
1065,1204
1055,1208
1047,1214
1040,1220
1032,1227
1025,1234
1018,1241
1010,1246
1005,1256
997,1262
988,1266
980,1272
972,1278
962,1281
951,1283
944,1289
934,1293
926,1299
918,1304
912,1312
904,1318
897,1325
890,1332
883,1339
875,1345
866,1350
858,1355
850,1361
841,1366
837,1378
829,1383
820,1388
801,1375
734,1278
723,1276
709,1271
698,1268
689,1271
682,1276
674,1280
679,1310
674,1320
672,1335
668,1349
721,1477
716,1490
707,1496
699,1502
690,1506
681,1511
673,1518
664,1525
657,1534
650,1542
640,1547
631,1552
626,1565
616,1570
607,1573
601,1587
591,1590
582,1598
574,1605
564,1608
554,1613
550,1631
540,1636
532,1645
524,1655
515,1663
505,1666
496,1671
488,1685
480,1694
470,1700
460,1704
450,1708
442,1721
432,1727
422,1733
414,1746
406,1757
395,1762
387,1774
377,1781
368,1793
357,1797
349,1815
339,1822
328,1827
319,1838
308,1844
298,1858
288,1864
277,1870
266,1877
256,1886
247,1907
235,1909
224,1916
213,1925
202,1936
191,1947
180,1958
169,1965
157,1973
146,1990
134,1995
122,1999
110,2007
99,2026
87,2039
75,2040
62,2050
50,2064
38,2083
25,2086
12,2099
0,2108
-13,2126
-26,2138
-39,2145
-53,2166
-66,2172
-80,2185
-94,2188
-108,2204
-122,2218
-136,2217
-149,2216
-161,2183
-169,2115
-180,2091
-189,2053
-201,2049
-213,2043
-226,2042
-238,2036
-250,2034
-264,2041
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-8,48
-9,48
-9,48
-9,47
-12,56
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-2,6
0,0
-63,147
-60,139
-54,122
-55,122
-55,121
-56,122
-57,122
-58,121
-57,116
-57,116
-57,115
-59,115
-59,115
-60,114
-60,113
-63,116
-64,116
-69,123
-71,126
-73,127
