-34,-61
-33,-59
-31,-56
-29,-54
-25,-48
-25,-48
-26,-51
-26,-51
-27,-55
-33,-68
-46,-96
-48,-100
-47,-101
0,0
-2,-6
0,0
0,0
0,0
-52,-123
-50,-119
-49,-120
-50,-124
-60,-152
-60,-154
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-1,-6
0,0
0,0
0,0
-1,-6
0,0
-39,-175
-32,-149
-29,-137
-28,-138
-29,-150
0,0
0,0
0,0
0,0
0,0
0,0
-11,-77
-10,-72
-9,-67
-9,-67
-8,-69
-8,-71
-8,-71
0,0
0,0
0,0
-79,-861
-74,-860
-68,-861
-63,-862
-59,-876
-54,-882
-49,-892
-43,-893
-38,-894
-33,-902
-29,-963
-24,-985
-18,-988
-12,-988
-6,-985
0,-971
5,-967
11,-960
17,-958
23,-946
28,-943
34,-942
40,-933
45,-928
50,-915
55,-909
61,-902
66,-900
71,-897
77,-896
82,-895
87,-884
93,-894
102,-920
107,-919
113,-921
119,-920
124,-919
0,0
0,0
0,0
0,0
0,0
0,0
1,-6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,-6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,-6
260,-773
256,-747
258,-736
262,-734
267,-732
271,-729
275,-727
275,-713
281,-716
284,-712
288,-708
292,-706
293,-697
298,-695
296,-679
306,-692
2,-6
308,-672
312,-670
316,-668
317,-659
317,-651
317,-640
321,-638
321,-628
325,-626
327,-621
329,-616
330,-610
333,-606
332,-596
328,-580
340,-592
330,-567
334,-565
341,-570
345,-568
345,-560
348,-558
347,-549
351,-547
350,-538
353,-535
356,-533
359,-531
363,-529
365,-526
369,-524
372,-522
377,-522
381,-520
384,-518
386,-514
389,-511
392,-509
395,-506
398,-504
401,-501
402,-496
404,-493
407,-490
410,-488
409,-480
411,-477
414,-474
417,-472
422,-471
425,-469
427,-466
430,-463
432,-459
435,-456
437,-454
440,-451
439,-445
442,-442
445,-439
450,-439
453,-437
456,-434
461,-434
462,-429
466,-427
467,-423
470,-420
471,-416
473,-413
476,-410
481,-409
483,-406
487,-405
490,-402
494,-400
496,-397
498,-394
498,-388
500,-385
502,-382
505,-379
507,-376
509,-372
511,-369
513,-366
515,-363
518,-360
519,-356
520,-352
520,-347
522,-344
524,-341
526,-338
527,-333
532,-332
534,-329
536,-326
538,-322
540,-319
542,-316
549,-315
544,-308
554,-309
556,-306
553,-300
555,-296
561,-295
562,-291
566,-289
568,-285
569,-282
571,-278
575,-276
576,-272
581,-270
583,-267
585,-263
587,-260
588,-256
590,-253
596,-251
597,-247
599,-243
601,-240
608,-239
611,-235
612,-231
617,-229
619,-225
618,-221
619,-217
623,-214
624,-210
629,-207
630,-204
632,-200
633,-196
634,-192
635,-188
642,-186
644,-182
647,-179
653,-176
654,-172
656,-168
662,-165
666,-162
667,-158
671,-155
669,-150
673,-146
674,-142
679,-139
680,-135
685,-131
686,-127
686,-123
687,-119
700,-117
701,-112
703,-108
704,-104
704,-100
711,-96
712,-92
717,-88
719,-84
726,-80
729,-76
731,-72
734,-67
736,-63
741,-59
741,-54
746,-50
746,-45
755,-41
756,-37
759,-32
762,-28
762,-23
762,-18
776,-14
780,-9
784,-4
785,0
791,4
791,9
795,14
802,19
797,24
802,29
805,34
810,39
809,44
810,49
826,55
827,61
827,66
830,71
838,77
838,82
843,88
853,94
859,100
858,105
863,111
865,117
867,123
868,128
880,136
881,141
890,148
895,155
895,161
905,168
908,174
912,181
926,190
928,196
935,204
940,211
941,217
940,223
955,233
959,240
965,248
974,256
977,264
977,270
990,280
991,287
994,294
1010,306
1008,312
1027,325
1032,334
1032,340
1039,350
1047,360
1056,370
1065,381
1070,390
1078,401
1087,411
1093,421
1106,434
1110,444
1128,459
1134,469
1148,483
1154,494
1159,505
1172,519
1179,531
1187,543
1204,560
1213,573
1226,589
1241,605
1251,620
1266,637
1276,652
1291,670
1312,691
1314,702
1325,719
1348,742
1360,759
1383,783
1395,801
1407,820
1431,846
1452,870
1451,881
1445,890
1440,899
1432,907
1423,913
