1414,919
1408,928
1396,933
1389,940
1382,948
1373,954
1367,963
1358,969
1347,974
1340,981
1334,989
1325,995
1315,1000
1306,1007
1300,1015
1289,1018
1282,1026
1276,1034
1270,1042
1254,1042
1247,1049
1240,1057
1234,1064
1226,1071
1218,1077
1206,1080
1200,1087
1193,1095
1186,1102
1180,1109
1173,1117
1166,1124
1155,1127
1145,1131
1138,1138
1131,1145
1124,1152
1117,1159
1110,1166
1102,1172
1093,1177
1088,1186
1081,1192
1075,1201
1068,1208
1061,1214
1053,1221
1046,1227
1038,1234
1032,1242
1025,1249
1016,1254
1009,1260
1001,1267
992,1271
984,1277
977,1285
969,1291
960,1295
952,1301
944,1307
936,1313
928,1317
920,1324
913,1330
904,1335
895,1340
887,1345
879,1351
870,1356
862,1361
855,1368
850,1380
839,1380
830,1386
822,1391
813,1396
805,1401
796,1406
790,1415
782,1421
773,1426
765,1431
758,1439
749,1444
738,1445
665,1322
655,1323
641,1313
631,1314
622,1316
614,1320
607,1325
605,1342
602,1359
600,1377
594,1386
629,1493
632,1528
625,1536
617,1543
608,1549
599,1553
592,1564
584,1571
574,1575
565,1580
557,1589
548,1593
539,1601
531,1609
523,1617
513,1621
505,1630
497,1639
487,1644
477,1648
468,1654
460,1663
452,1676
443,1681
432,1684
424,1692
414,1700
404,1704
396,1715
387,1725
377,1731
368,1741
358,1746
347,1748
339,1763
328,1765
319,1775
310,1790
299,1794
289,1800
280,1813
269,1816
258,1817
248,1830
237,1834
228,1854
217,1856
206,1858
196,1872
185,1880
174,1890
163,1901
152,1909
141,1917
130,1927
118,1935
107,1943
96,1955
84,1962
72,1976
60,1986
48,1994
36,2003
24,2004
12,2007
0,2018
-12,2025
-25,2044
-37,2047
-50,2057
-63,2070
-76,2078
-89,2094
-103,2097
-116,2114
-132,2160
-146,2160
-159,2159
-163,2039
-172,2000
-183,1990
-194,1976
-206,1974
-216,1955
-228,1952
-239,1940
-252,1949
-264,1948
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-9,53
-9,48
-9,48
-10,52
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-1,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-2,6
0,0
-66,156
-66,156
-61,140
-59,133
-52,116
-53,116
-54,116
-56,120
-58,120
-58,120
-59,120
-60,119
-60,119
-61,118
-62,118
-63,118
-63,117
-67,123
-71,127
-71,127
-72,126
